"","address","city","state","zip","longitude","latitude"
"1132","1143 Deer Park Ave","North Babylon","NY","11703",-73.3203,40.7354
"1133","1078 Glenwood Avenue","Oneida","NY","13421",-75.6411,43.077
"1134","4979 State Hwy 23","Oneonta","NY","13820",-75.0483,42.4482
"1135","3165 South Western Blvd","Orchard Park","NY","14127",-78.7473,42.7988
"1136","118 Victory Highway","Painted Post","NY","14870",-77.107,42.1712
"1137","248 Quaker Rd","Queensbury","NY","12804",-73.6502,43.3323
"1138","911 Jefferson Road","Rochester","NY","14623",-77.6175,43.0872
"1139","2890 W Ridge Road","Rochester","NY","14626",-77.7054,43.2103
"1140","200 S James St","Rome","NY","13440",-75.4588,43.2095
"1141","468 Louden Road","Saratoga Springs","NY","12866",-73.7446,43.0981
"1142","60 Nott Terrace","Schenectady","NY","12308",-73.9339,42.8137
"1143","6591 Thompson Road","Syracuse","NY","13206",-76.0922,43.0898
"1144","103 Elwood Davis Road","Syracuse","NY","13212",-76.1712,43.0934
"1145","3414 Erie Blvd","Syracuse","NY","13214",-76.0699,43.0471
"1146","180 N Genesee St","Utica","NY","13501",-75.2182,43.1101
"1147","4024 Vestal Parkway East","Vestal","NY","13850",-75.9768,42.0958
"1148","7503 Main St - Fisher","Victor","NY","14564",-77.447,43.0087
"1149","1881 Ridge Road","W Seneca","NY","14224",-78.7831,42.8288
"1150","1142 Arsenal St","Watertown","NY","13601",-75.9391,43.9769
"1151","1681 Home Ave","Akron","OH","44310",-81.4852,41.1166
"1152","2943 S Arlington Rd","Akron","OH","44312",-81.4923,40.9915
"1153","900 N Leavitt Avenue","Amherst","OH","44001",-82.2089,41.4175
"1154","738 State Rt 250 E","Ashland","OH","44805",-82.2656,40.8579
"1155","2349 Center Road","Austinburg","OH","44010",-80.8549,41.7881
"1156","4927 Mahoning Ave","Austintown","OH","44515",-80.7486,41.1001
"1157","420 E Main St","Beaverdam","OH","45808",-83.9687,40.8331
"1158","7735 State Rd Rt 37","Berkshire","OH","43074",-82.9226,40.2663
"1159","154 Boardman-Canfield Rd","Boardman Twp","OH","44512",-80.6673,41.0244
"1160","2031 Southgate Parkway","Cambridge","OH","43725",-81.5759,40.0046
"1161","4646 Tuscarawas","Canton","OH","44708",-81.4323,40.7954
"1162","Case Western Reserve University","Cleveland","OH","44106",-81.6106,41.5085
"1163","6850 Brook Park Road","Cleveland","OH","44129",-81.7319,41.4187
"1164","4331 W 150th Street","Cleveland","OH","44135",-81.8012,41.4365
"1165","3025 Olentangy River Road","Columbus","OH","43202",-83.0257,40.0222
"1166","1136 South Main Street","Dayton","OH","45409",-84.187,39.742
"1167","Wright State University","Dayton","OH","45435",-84.0642,39.7801
"1168","640 Tillotson St","Elyria","OH","44035",-82.1131,41.3994
"1169","1051 Interstate Court","Findlay","OH","45840",-83.6706,41.0598
"1170","1750 Cedar Street","Fremont","OH","43420",-83.1338,41.3638
"1171","6207 Wilson Mills Road","Highland Heights","OH","44143",-81.4556,41.539
"1172","2226 North Main","Hubbard","OH","44425",-80.5684,41.1819
"1173","6100 Rockside Rd","Independence","OH","44131",-81.6487,41.3957
"1174","9935 State Route 41","Jeffersonville","OH","43128",-83.5363,39.6452
"1175","720 N Lexington-Springmill Rd","Mansfield","OH","44906",-82.5904,40.7719
"1176","1050 Mt Vernon Ave","Marion","OH","43302",-83.1039,40.5807
"1177","3105 Medina Road","Medina Township","OH","44256",-81.7982,41.1364
"1178","7700 Mentor Avenue","Mentor","OH","44060",-81.3659,41.6596
"1179","10480 Baltimore","Millersport","OH","43046",-82.6006,39.938
"1180","1256 W High Extension","New Philadelphia","OH","44663",-81.473,40.4934
"1181","3960 Everhard Road Nw","North Canton","OH","44709",-81.4208,40.8596
"1182","25912 Lorain Road","North Olmsted","OH","44070",-81.9089,41.4208
"1183","8111 Day Dr","Parma","OH","44129",-81.7408,41.3805
"1184","26415 Warns Rd","Perrysburg","OH","43551",-83.459,41.5344
"1185","1122 Buck Road","Rossford","OH","43460",-83.5646,41.5869
"1186","3321 Milan Road","Sandusky","OH","44870",-82.6829,41.4271
"1187","68296 Red Roof Lane","St Clairsville","OH","43950",-80.8678,40.0755
"1188","9449 State Road 14","Streetsboro","OH","44241",-81.3454,41.2482
"1189","315 W Market Street","Tiffin","OH","44883",-83.1914,41.1132
"1190","6920 W Central Ave","Toledo","OH","43615",-83.7087,41.6743
"1191","34725 Euclid Avenue","Willoughby","OH","44094",-81.4405,41.6248
"1192","4020 Belmont Ave","Youngstown","OH","44505",-80.665,41.1536
"1193","Youngstown State University","Youngstown","OH","44555",-80.6486,41.1061
"1194","10 Airport Rd","Zanesville","OH","43701",-81.8978,39.9655
"1195","2705 W Broadway","Ardmore","OK","73401",-97.1649,34.1734
"1196","1255 W Gentry St","Checotah","OK","74426",-95.5311,35.4719
"1197","1100 E 2nd St","Edmond","OK","73034",-97.4657,35.6528
"1198","2703 S Country Club Rd","El Reno","OK","73036",-97.9726,35.5058
"1199","600 S 69 Bypass","Mcalester","OK","74501",-95.7685,34.9379
"1200","635 South 32nd Street","Muskogee","OK","74401",-95.4026,35.7471
"1201","315 S Meridian Avenue","Oklahoma City","OK","73108",-97.6012,35.4639
"1202","3030 South I-35","Oklahoma City","OK","73129",-97.4862,35.4308
"1203","3130 Douglas Blvd","Oklahoma City","OK","73150",-97.3708,35.4344
"1204","1617 Sw 74th Street","Oklahoma City","OK","73159",-97.5462,35.3917
"1205","385 Mid America Drive","Pryor","OK","74361",-95.3394,36.2282
"1206","2400 South 4th Route","Sayre","OK","73662",-99.6247,35.3057
"1207","4903 N Harrison","Shawnee","OK","74801",-96.912,35.3849
"1208","45 North Sheridan Road","Tulsa","OK","74115",-95.9046,36.1616
"1209","121 North 129 East Ave","Tulsa","OK","74116",-95.8334,36.1627
"1210","3435 Se Spicer Dr","Albany","OR","97321",-123.0599,44.6286
"1211","1369 Se 1st Ave","Canby","OR","97013",-122.6788,45.2674
"1212","15815 Se 82nd Dr","Clackamas","OR","97015",-122.5688,45.4088
"1213","3652 Glenwood Dr","Eugene","OR","97403",-123.0408,44.0344
"1214","115 Ne Morgan Lane","Grants Pass","OR","97526",-123.3224,42.4623
"1215","12101 Se 82nd Ave","Happy Valley","OR","97086",-122.5791,45.4352
"1216","2265 Hwy 395 S","Hermiston","OR","97838",-119.2582,45.8153
"1217","2947 S 6th St","Klamath Falls","OR","97603",-121.7528,42.2092
"1218","2604 Island Ave","La Grande","OR","97850",-118.0701,45.3329
"1219","2260 Biddle Road","Medford","OR","97504",-122.8741,42.3496
"1220","800 John Long Rd","Oakland","OR","97462",-123.288,43.5389
"1221","76 E Goodfellow St","Ontario","OR","97914",-116.9435,44.0253
"1222","610 Tutuilla Rd","Pendleton","OR","97801",-118.8057,45.6609
"1223","10428 S E Stark","Portland","OR","97216",-122.5561,45.5187
"1224","11950 N Center Street","Portland","OR","97217",-122.6813,45.6093
"1225","8787 Sw Scholls Ferry Rd","Portland","OR","97223",-122.7828,45.4562
"1226","425 Ne Hassalo St","Portland","OR","97232",-122.6614,45.5308
"1227","350 W Harvard","Roseburg","OR","97470",-123.3521,43.2128
"1228","3155 Ryan Dr Se","Salem","OR","97301",-122.9971,44.9198
"1229","3680 Market St Ne","Salem","OR","97301",-122.9874,44.9502
"1230","987 Kruse Way","Springfield","OR","97477",-123.0407,44.0826
"1231","1710 W 6th Ave","The Dalles","OR","97058",-121.2058,45.6101
"1232","2230 Main Avenue North","Tillamook","OR","97141",-123.8443,45.4728
"1233","2919 Newberg Hwy","Woodburn","OR","97071",-122.876,45.151
"1234","1871 Catasauqua Road","Allentown","PA","18109",-75.4303,40.6412
"1235","220 Park Hills Plz","Altoona","PA","16602",-78.406,40.47
"1236","4276 Business Route 220","Bedford","PA","15522",-78.5017,40.0168
"1237","855 Rostraver Rd","Belle Vernon","PA","15012",-79.8428,40.1375
"1238","131 Papermill Rd","Bloomsburg","PA","17815",-76.4291,41.0258
"1239","16414 Lincoln Hwy","Breezewood","PA","15533",-78.2403,39.9994
"1240","246 Allegheny Blvd","Brookville","PA","15825",-79.0982,41.1734
"1241","1501 Harrisburg Pike","Carlisle","PA","17015",-77.1239,40.2341
"1242","1071 Wayne Avenue","Chambersburg","PA","17201",-77.6502,39.9106
"1243","5321 Baltimore Pike","Clifton Heights","PA","19018",-75.2946,39.9303
"1244","1346 Old Freedom Rd","Cranberry Township","PA","16066",-80.1032,40.6855
"1245","47 Industrial Highway","Essington","PA","19029",-75.3042,39.8669
"1246","200 West Drive","Greensburg","PA","15601",-79.5761,40.3061
"1247","84 Rt 93","Hazleton","PA","18202",-76.0249,40.9819
"1248","2079 E State St","Hermitage","PA","16148",-80.4704,41.2334
"1249","9174 Lincoln Hwy","Irwin","PA","15642",-79.6946,40.3214
"1250","3156 Elton Road","Johnstown","PA","15904",-78.8475,40.2798
"1251","2204 Columbia Ave","Lancaster","PA","17603",-76.3644,40.0397
"1252","640 East Lincoln Highway","Langhorne","PA","19047",-74.9053,40.1633
"1253","3870 Route 30","Latrobe","PA","15650",-79.382,40.2862
"1254","5505 Carlisle Pike","Mechanicsburg","PA","17050",-76.9842,40.2403
"1255","5609 Nittany Valley Drive","Mill Hall","PA","17751",-77.523,41.0263
"1256","3980 William Penn Highway","Monroeville","PA","15146",-79.7728,40.4383
"1257","1829 Lincoln Highway","N Versailles","PA","15137",-79.7804,40.3682
"1258","209 Tarentum Bridge","New Kensington","PA","15068",-79.752,40.5922
"1259","1623 Oliver Road","New Milford","PA","18834",-75.6811,41.8242
"1260","2180 Greentree Rd","Pittsburgh","PA","15220",-80.0728,40.3912
"1261","271 Clairton Blvd","Pittsburgh","PA","15236",-79.9514,40.3377
"1262","7319 McKnight Rd","Pittsburgh","PA","15237",-80.0114,40.5381
"1263","2701 Freeport Rd","Pittsburgh","PA","15238",-79.8347,40.5378
"1264","449 Pennsylvania 315","Pittston","PA","18640",-75.7551,41.3151
"1265","410 Scranton Carbondale Hwy","Scranton","PA","18508",-75.6547,41.4623
"1266","973 N Susquehanna Trail","Selinsgrove","PA","17870",-76.8462,40.8248
"1267","122 Fitz Henry Road","Smithton","PA","15479",-79.7332,40.1703
"1268","1860 N Atherton St","State College","PA","16801",-77.8321,40.785
"1269","2200 Lebanon Church Road","W Mifflin","PA","15122",-79.944,40.3484
"1270","1395 W Chestnut St","Washington","PA","15301",-80.2741,40.1645
"1271","488 Kidder St","Wilkes-Barre","PA","18702",-75.8549,41.2502
"1272","1716 E 3rd St","Williamsport","PA","17701",-76.9711,41.2502
"1273","1199 Louck Road","York","PA","17404",-76.7581,39.9786
"1274","785 Centre of New England Blvd","Coventry","RI","02816",-71.55,41.6615
"1275","1177 Reservoir Ave","Cranston","RI","02920",-71.4552,41.7693
"1276","1450 Hartford Ave","Johnston","RI","02919",-71.5015,41.8245
"1277","44 Dowling Village Blvd","N Smithfield","RI","02896",-71.5456,41.9763
"1278","444 Quaker Lane, #5","Warwick","RI","02886",-71.5004,41.6825
"1279","3401 Clemson Boulevard","Anderson","SC","29621",-82.6705,34.5464
"1280","1011 N Mountain St","Blacksburg","SC","29702",-81.5092,35.1461
"1281","115 Sloan Garden Road","Boiling Springs","SC","29316",-81.956,35.0111
"1282","5901 Fairfield Dr","Columbia","SC","29203",-81.0227,34.0644
"1283","342 Harbison Blvd","Columbia","SC","29212",-81.1546,34.0755
"1284","2521 Wade Hampton","Greenville","SC","29615",-82.3444,34.8936
"1285","800 S Kings Hwy","Myrtle Beach","SC","29577",-78.8971,33.6806
"1286","124 Loyola Drive","Myrtle Beach","SC","29588",-78.9903,33.6411
"1287","2280 Ashley Phosphate Rd","N Charleston","SC","29406",-80.0443,32.9355
"1288","730 Highway 17 South","N Myrtle Beach","SC","29582",-78.6859,33.8234
"1289","5270 International Blvd","North Charleston","SC","29418",-80.0285,32.869
"1290","2435 Mt Holly Road","Rock Hill","SC","29730",-81.0068,34.8548
"1291","2306 Reidville Road","Spartanburg","SC","29301",-81.993,34.9207
"1292","113 Motel Drive","St George","SC","29477",-80.6026,33.1948
"1293","1200 Us Highway 17 North","Surfside Beach","SC","29575",-78.9727,33.6211
"1294","2514 Sunset Blvd","West Columbia","SC","29169",-81.1087,34.0035
"1295","3536 Point South Dr","Yemassee","SC","29945",-80.8553,32.6964
"1296","2206 North Lacross Dr","Rapid City","SD","57701",-103.2032,44.107
"1297","4001 E 10th St","Sioux Falls","SD","57103",-96.6776,43.5455
"1298","5201 Granite Lane","Sioux Falls","SD","57107",-96.766,43.6018
"1299","1011 Paul Huff Highway","Cleveland","TN","37312",-84.8681,35.2132
"1300","1420 Hwy 96 North","Fairview","TN","37062",-87.1716,36.0253
"1301","28 San Pebble Road","Jackson","TN","38305",-88.8236,35.675
"1302","800 Watt Rd","Knoxville","TN","37932",-84.2374,35.88
"1303","7065 Winchester Rd","Memphis","TN","38125",-89.8276,35.0491
"1304","2480 Parkway","Pigeon Forge","TN","37863",-83.578,35.8086
"1305","3716 Parkway","Pigeon Forge","TN","37863",-83.5497,35.7812
"1306","120 East I-20","Abilene","TX","79601",-99.6435,32.4394
"1307","3314 S Clack Street","Abilene","TX","79601",-99.7728,32.4106
"1308","209 Central Expressway N","Allen","TX","75013",-96.6775,33.1041
"1309","1710 I-40 East","Amarillo","TX","79103",-101.8195,35.192
"1310","2116 S Georgia St","Amarillo","TX","79109",-101.8663,35.1926
"1311","9601 I-40 East Exit 76","Amarillo","TX","79111",-101.7245,35.1932
"1312","3001 Mountain Pass Blvd","Anthony","TX","79821",-106.5808,31.9976
"1313","839 N Watson Road","Arlington","TX","76011",-97.0638,32.7562
"1314","4820 W Sublett Road","Arlington","TX","76017",-97.1835,32.6463
"1315","4928 S Cooper","Arlington","TX","76017",-97.1341,32.6671
"1316","1601 Ih35 N","Austin","TX","78702",-97.7303,30.2765
"1317","2320 S Interregional","Austin","TX","78704",-97.7419,30.2334
"1318","7619 E Ben White Boulevard","Austin","TX","78741",-97.6916,30.2178
"1319","7100 North I-35","Austin","TX","78752",-97.7049,30.3324
"1320","1876 East Freeway","Baytown","TX","77521",-95.0345,29.7962
"1321","7207 Garth Road","Baytown","TX","77521",-94.9819,29.8056
"1322","1710 E 3rd St","Big Spring","TX","79720",-101.4542,32.26
"1323","435 W Bandera St","Boerne","TX","78006",-98.7232,29.7805
"1324","2951 State Hwy 36 South","Brenham","TX","77833",-96.3955,30.1378
"1325","204 S Waller","Brookshire","TX","77423",-95.9513,29.7812
"1326","1875 N Expressway","Brownsville","TX","78520",-97.504,25.9428
"1327","6131 Paredes Line Rd","Brownsville","TX","78526",-97.4837,25.9883
"1328","2890 Harvey Mitchell Parkway","Bryan","TX","77807",-96.4268,30.7257
"1329","868 Ne Asbury Blvd","Burleson","TX","76028",-97.2305,32.7004
"1330","17400 N Hwy 20","Canton","TX","75103",-95.8624,32.5546
"1331","1058 Us 59 S","Carthage","TX","75633",-94.3191,32.0972
"1332","16851 Interstate Highway 20","Cisco","TX","76437",-98.8997,32.3749
"1333","607 Texas Ave","College Station","TX","77840",-96.3342,30.6272
"1334","2243 Stoneside Rd","Conroe","TX","77303",-95.478,30.3377
"1335","8000 S I-35 East","Corinth","TX","76205",-97.1776,33.2891
"1336","5165 Interstate 37","Corpus Christi","TX","78408",-97.4526,27.8034
"1337","2931 Hwy 77","Corpus Christi","TX","78410",-97.6311,27.8549
"1338","4918 S Padre Island Dr","Corpus Christi","TX","78411",-97.3822,27.714
"1339","2801 South Hwy 287","Corsicana","TX","75110",-96.445,32.0762
"1340","26050 Highway 290","Cypress","TX","77429",-95.6955,29.9727
"1341","4400 N Central Expwy","Dallas","TX","75206",-96.7871,32.8192
"1342","1415 Medical Dist Dr","Dallas","TX","75207",-96.8393,32.8076
"1343","2030 Market Ctr Blvd","Dallas","TX","75207",-96.8247,32.7975
"1344","1641 N Westmoreland Rd","Dallas","TX","75211",-96.8739,32.766
"1345","8233 East R.l Thornton Frwy","Dallas","TX","75228",-96.6993,32.7945
"1346","2425 Walnut Hill Lane","Dallas","TX","75229",-96.8964,32.8811
"1347","10433 N Central Expwy","Dallas","TX","75231",-96.7701,32.8888
"1348","7120 S Cockrell Hill","Dallas","TX","75236",-96.8913,32.6617
"1349","7425 Bonnie View Road","Dallas","TX","75241",-96.7505,32.6565
"1350","13689 N Central Exp","Dallas","TX","75243",-96.7532,32.9348
"1351","9009 Skillman Rd","Dallas","TX","75243",-96.7185,32.8991
"1352","4567 Frankford Road","Dallas","TX","75287",-96.8303,32.9976
"1353","4007 N Interstate 35","Denton","TX","76207",-97.1751,33.2318
"1354","2301 West University Drive","Edinburg","TX","78539",-98.187,26.305
"1355","1305 E Monte Cristo","Edinburg","TX","78542",-98.1445,26.3354
"1356","6144 Gateway E","El Paso","TX","79905",-106.409,31.7811
"1357","510 Zaragosa Rd","El Paso","TX","79907",-106.3215,31.7024
"1358","4690 Woodrow Bean","El Paso","TX","79924",-106.4351,31.8985
"1359","9567 Dyer St","El Paso","TX","79924",-106.4191,31.8838
"1360","6650 Montana Ave","El Paso","TX","79925",-106.3969,31.7895
"1361","1301 North Horizon Blvd","El Paso","TX","79927",-106.2393,31.66
"1362","11045 Gateway W","El Paso","TX","79935",-106.3331,31.7454
"1363","11315 Montwood Dr","El Paso","TX","79936",-106.3019,31.7694
"1364","1613 Pleasanton Road, Suite B-10","El Paso - Ft Bliss","TX","79906",-106.437,31.9225
"1365","301 North I-45","Ennis","TX","75119",-96.6176,32.3365
"1366","1015 Spur 350 West","Euless","TX","76039",-97.0706,32.8373
"1367","3228 Se Loop 820","Forest Hill","TX","76140",-97.276,32.6609
"1368","Hood Main Store/clear Creek Main","Fort Hood","TX","76544",-97.7794,31.1529
"1369","19212 Gulf Fwy","Friendswood","TX","77546",-95.1445,29.5429
"1370","Dallas Parkway & Main St","Frisco","TX","75033",-96.8397,33.1525
"1371","4400 South Freeway","Ft Worth","TX","76115",-97.3212,32.6833
"1372","6737 Camp Bowie Blvd","Ft Worth","TX","76116",-97.4325,32.7215
"1373","4601 S Hulen Rd","Ft Worth","TX","76132",-97.3937,32.6797
"1374","6480 North Frwy","Ft Worth","TX","76137",-97.3137,32.8602
"1375","1410 Seawall Blvd","Galveston","TX","77550",-94.7797,29.2966
"1376","12733 Interstate 635","Garland","TX","75041",-96.6614,32.8648
"1377","457 W Interstate 30","Garland","TX","75043",-96.5943,32.841
"1378","408 Westchase Drive","Grand Prairie","TX","75052",-97.0029,32.6733
"1379","1015 West Main St","Gun Barrel City","TX","75156",-96.1303,32.3308
"1380","4703 S Expressway 77/83","Harlingen","TX","78550",-97.7168,26.1969
"1381","100 Cottonwood","Hempstead","TX","77445",-96.0477,30.1073
"1382","100 Us Highway 79 S","Henderson","TX","75652",-94.7856,32.1511
"1383","2316 Southmore Rd","Houston","TX","77004",-95.3762,29.7217
"1384","7300 Washington Ave","Houston","TX","77007",-95.4303,29.7784
"1385","2120 No Loop West","Houston","TX","77018",-95.4395,29.81
"1386","3332 S Loop W","Houston","TX","77025",-95.4297,29.6784
"1387","11901 E Freeway","Houston","TX","77029",-95.227,29.7722
"1388","1104 N Sam Houston Parkway East","Houston","TX","77032",-95.3713,29.9386
"1389","12501 Gulf Freeway","Houston","TX","77034",-95.2171,29.6176
"1390","9810 Gulf Freeway","Houston","TX","77034",-95.2513,29.6517
"1391","11320 North Freeway","Houston","TX","77037",-95.4113,29.9302
"1392","12862 Nw Freeway","Houston","TX","77040",-95.4949,29.8434
"1393","9766-B Katy Frwy","Houston","TX","77055",-95.5342,29.7851
"1394","2735 Bay Area Blvd","Houston","TX","77058",-95.1063,29.5786
"1395","12697 Gessner Rd","Houston","TX","77064",-95.5453,29.9554
"1396","13031 Fm 1960 W","Houston","TX","77065",-95.6117,29.9187
"1397","6711 Sam Houston Parkway South","Houston","TX","77072",-95.5568,29.7061
"1398","8199 Sw Frwy","Houston","TX","77074",-95.4941,29.7207
"1399","12405 Westheimer Rd","Houston","TX","77077",-95.5982,29.7362
"1400","925 N Wilcrest","Houston","TX","77079",-95.5757,29.7823
"1401","6060 Hillcroft St","Houston","TX","77081",-95.4975,29.7151
"1402","8401 Westheimer Rd","Houston","TX","77083",-95.5142,29.7375
"1403","4999 Hwy 6 N","Houston","TX","77084",-95.6457,29.8498
"1404","6969 Gulf Freeway","Houston","TX","77087",-95.2975,29.7036
"1405","7707 Steubner Airline Rd","Houston","TX","77088",-95.4097,29.8714
"1406","15919 North Freeway","Houston","TX","77090",-95.4262,29.9988
"1407","1760 West Fm 1960","Houston","TX","77090",-95.4564,30.0111
"1408","11099 Nw Frwy","Houston","TX","77092",-95.473,29.828
"1409","19450 Hwy 59","Humble","TX","77338",-95.2698,29.9997
"1410","6920 Fm1960","Humble","TX","77346",-95.3211,30.008
"1411","9655 N Sam Houston Parkway E","Humble","TX","77396",-95.2435,29.935
"1412","3018 W 11th St","Huntsville","TX","77340",-95.569,30.7182
"1413","4115 West Airport","Irving","TX","75062",-97.0069,32.8374
"1414","8120 Esters Blvd","Irving","TX","75063",-97.0079,32.9189
"1415","1702 S Jackson St","Jacksonville","TX","75766",-95.2604,31.9474
"1416","11710 Ih 35","Jarrell","TX","76537",-97.6001,30.8383
"1417","1579 Fry Road","Katy","TX","77449",-95.719,29.7898
"1418","2405 Tex Mati Dr","Katy","TX","77494",-95.8092,29.7811
"1419","6920 S Fry Road","Katy","TX","77494",-95.7764,29.7151
"1420","2200 S Washington Street","Kaufman","TX","75142",-96.3094,32.5743
"1421","209 Sidney Barker St South","Kerrville","TX","78028",-99.1449,30.0436
"1422","4315 Texas State Hwy 42 North","Kilgore","TX","75662",-94.8645,32.4285
"1423","1108 S Fort Hood Rd","Killeen","TX","76541",-97.7471,31.1102
"1424","22671 Eastex Frwy","Kingwood","TX","77339",-95.2541,30.0451
"1425","928 Hwy 146 S","La Porte","TX","77571",-95.0311,29.654
"1426","401-443 This Way St","Lake Jackson","TX","77566",-95.4537,29.0399
"1427","3543 Jim Wright Freeway","Lake Worth","TX","76135",-97.4091,32.8149
"1428","3600 Santa Ursula","Laredo","TX","78041",-99.5034,27.5318
"1429","1011 Beltway Parkway","Laredo","TX","78045",-99.4639,27.686
"1430","2940 South Highway 45","League City","TX","77573",-95.0889,29.4945
"1431","2267 S Stemmons Freeway","Lewisville","TX","75067",-96.9754,33.0083
"1432","12816 Ih35 N","Live Oak","TX","78233",-98.3472,29.5552
"1433","3126 S Eastman Rd","Longview","TX","75602",-94.7074,32.4553
"1434","607 Avenue Q","Lubbock","TX","79401",-101.8552,33.5901
"1435","4718 Slide Rd","Lubbock","TX","79414",-101.9224,33.5514
"1436","6111 Fm 1488","Magnolia","TX","77354",-95.5598,30.2239
"1437","Highway 360 & E Broad St","Mansfield","TX","76063",-97.0816,32.577
"1438","1110 So 10th St","Mcallen","TX","78501",-98.2318,26.1933
"1439","401 E Nolana Ave","Mcallen","TX","78504",-98.2104,26.2378
"1440","1615 N Central Expressway","Mckinney","TX","75070",-96.6378,33.2129
"1441","11511 W Airport Blvd","Meadows Place","TX","77477",-95.5788,29.6461
"1442","114 Hwy 80","Mesquite","TX","75149",-96.5965,32.7902
"1443","4004 Emporium Circle","Mesquite","TX","75150",-96.6251,32.8114
"1444","3701 W Wall Ave","Midland","TX","79703",-102.1123,31.9802
"1445","116 South Shary Rd","Mission","TX","78572",-98.2884,26.196
"1446","6131 Hwy 6 S","Missouri City","TX","77459",-95.5651,29.5665
"1447","298 W Fm 544","Murphy","TX","75094",-96.6182,33.0114
"1448","8025 Glenview Dr","N Richland Hills","TX","76180",-97.2073,32.8238
"1449","2615 N Stallings Dr N","Nacogdoches","TX","75964",-94.6782,31.6526
"1450","I-30 & Highway 82","New Boston","TX","75570",-94.4572,33.4702
"1451","1348 North Ih 35","New Braunfels","TX","78130",-98.0917,29.7023
"1452","23412 Sh 242","New Caney","TX","77357",-95.1955,30.1941
"1453","105 W 42nd St","Odessa","TX","79764",-102.385,31.8824
"1454","7112 I-10 West","Orange","TX","77632",-93.8205,30.1158
"1455","2350 West Oak St, #100","Palestine","TX","75801",-95.6552,31.7448
"1456","3040 Ne Loop 286","Paris","TX","75460",-95.5422,33.681
"1457","4125 Spencer Hwy","Pasadena","TX","77504",-95.1811,29.6652
"1458","909 West Pasadena","Pasadena","TX","77506",-95.2201,29.7098
"1459","11221 Broadway Blvd","Pearland","TX","77581",-95.3,29.5635
"1460","100 E Pinehurst","Pecos","TX","79772",-103.4874,31.3999
"1461","1830 No Central","Plano","TX","75074",-96.7095,33.0252
"1462","1305 Preston Road","Plano","TX","75093",-96.7954,33.017
"1463","408 N I-35 East Service Road","Red Oak","TX","75154",-96.8216,32.529
"1464","4756 E Hwy 83","Rio Grande City","TX","78582",-98.7907,26.3645
"1465","Hwy 114 & Hwy 170","Roanoke","TX","76262",-97.2288,32.9875
"1466","670 East Interstate 30","Rockwall","TX","75032",-96.4672,32.8983
"1467","27960 Sw Freeway","Rosenburg","TX","77471",-95.8052,29.5326
"1468","2700 North Ih-35","Round Rock","TX","78681",-97.6928,30.5379
"1469","201 W Hwy I-30","Royse City","TX","75189",-96.332,32.963
"1470","427 W Avenue I","San Angelo","TX","76901",-100.4407,31.4428
"1471","4510 Fredericksburg Rd","San Antonio","TX","78201",-98.5512,29.4899
"1472","903 E Commerce St","San Antonio","TX","78205",-98.4832,29.4227
"1473","6801 Blanco Rd","San Antonio","TX","78216",-98.5068,29.5182
"1474","6000 N Panam","San Antonio","TX","78218",-98.403,29.4824
"1475","2210 Loop 410 Se","San Antonio","TX","78220",-98.6493,29.4111
"1476","7122 Interstate 35-S","San Antonio","TX","78224",-98.5257,29.3563
"1477","6859 Highway 90 West","San Antonio","TX","78227",-98.6272,29.4031
"1478","9550 I-10 West","San Antonio","TX","78230",-98.5612,29.529
"1479","13635 San Pedro Ave","San Antonio","TX","78232",-98.4821,29.5665
"1480","6854 Ingram Rd","San Antonio","TX","78238",-98.6252,29.4644
"1481","7138 Nw Loop 410","San Antonio","TX","78238",-98.6285,29.4536
"1482","1815 North Foster Rd","San Antonio","TX","78244",-98.3607,29.4457
"1483","6703 Fm78","San Antonio","TX","78244",-98.3679,29.4772
"1484","17455 Ih 35 N","Schertz","TX","78154",-98.2789,29.5999
"1485","400 N Highway 175","Seagoville","TX","75159",-96.5373,32.6481
"1486","1100 Padre Blvd","South Padre Island","TX","78597",-97.1649,26.0905
"1487","6504 Fm 2920","Spring","TX","77379",-95.5221,30.074
"1488","7720 Louetta Rd","Spring","TX","77379",-95.53,30.0176
"1489","20015 I-45 N","Spring","TX","77388",-95.4333,30.0578
"1490","1422 State Hwy 6 S","Sugar Land","TX","77478",-95.6324,29.6019
"1491","1102 Fm 148","Terrell","TX","75160",-96.317,32.723
"1492","1201 Hwy 146 N","Texas City","TX","77590",-94.9516,29.3943
"1493","14010 Fm 2920","Tomball","TX","77375",-95.6327,30.0894
"1494","101 N Fm 707","Tye","TX","79563",-99.8732,32.4602
"1495","3244 Gentry Pkwy","Tyler","TX","75702",-95.3316,32.3792
"1496","7601 Navarro St","Victoria","TX","77904",-96.9972,28.8653
"1497","709 N I-35","Waco","TX","76705",-97.125,31.548
"1498","2409 South New Road","Waco","TX","76711",-97.1456,31.5091
"1499","1416 W Expwy 83","Weslaco","TX","78596",-97.9824,26.1563
"1500","10367 Highway 59","Wharton","TX","77488",-96.1207,29.3281
"1501","1206 Central Frwy N","Wichita Falls","TX","76301",-98.4673,33.8862
"1502","4301 Kemp Blvd","Wichita Falls","TX","76308",-98.5359,33.8659
"1503","201 N Hwy I-45","Wilmer","TX","75172",-96.6862,32.6048
"1504","46000 I-10 East","Winnie","TX","77665",-94.3923,29.827
"1505","28669 I-45 North","Woodlands","TX","77381",-95.4525,30.1802
"1506","255 N 1100 West","Cedar City","UT","84720",-113.0773,37.6818
